,train,val,test
105,TCGA-A8-A08Z-01A-01-BS1.1fb87e93-fd85-4c69-a7e0-a8e3d889851a,,TCGA-E2-A14R-01A-01-TSA.743927ec-2d43-4242-aa8b-c56a0fc83352
106,TCGA-A8-A091-01A-01-TS1.c06440ae-88c4-4ed8-a1be-cd23967db5c3,,TCGA-E2-A155-01A-01-TSA.555fff50-3656-4fe1-bd55-867efffc6ae0
107,TCGA-A8-A092-01A-01-TS1.02da5bd6-e61a-4986-943e-a0afcfaf3d28,,TCGA-E2-A15A-01A-01-TS1.12b3eabe-32d3-4772-8337-e4ae024911bb
108,TCGA-A8-A093-01A-01-TS1.7e6676b5-51e6-4111-b21d-d11367681795,,TCGA-E2-A1B4-01A-01-TSA.4a536aa0-47af-4c66-a151-a5d5db65a566
109,TCGA-A8-A094-01A-01-TS1.f4ebf386-f3b5-4bd4-8cb5-64c14fe6bc94,,TCGA-E2-A1L9-01A-01-TS1.2d977c38-3f65-4898-b817-e30c041167bf
110,TCGA-A8-A095-01A-01-TS1.6e35462c-2639-48ee-9503-d2689ebb0346,,TCGA-E9-A1NA-01A-01-TSA.54bbd049-8dd8-432e-b015-9325819ba587
111,TCGA-A8-A099-01A-01-TS1.db6b41ce-27e3-44b2-9c61-6e218f9a75b4,,TCGA-E9-A22B-01A-01-TSA.c56b2348-5c2c-4212-98f9-fbdcc444963b
112,TCGA-A8-A09A-01A-01-TS1.9b259e19-e7be-4916-9123-ae29f5d62c30,,TCGA-E9-A22G-01A-01-TSA.825b13d3-0415-42cc-820c-a2ea524d25a9
113,TCGA-A8-A09B-01A-01-TS1.02ded2f9-3484-42a5-a755-083c53b27f68,,TCGA-E9-A54X-01A-01-TSA.6FDFF7F9-3D49-48CF-96FE-ED6E9D6A1014
114,TCGA-A8-A09C-01A-01-TS1.60187ffe-746b-4a98-a6b2-06a6f884f04a,,TCGA-EW-A1IZ-01A-01-TSA.a52af132-ed54-40a0-931b-913928cf057f
115,TCGA-A8-A09D-01A-01-TS1.b95dc7b7-f0f3-4eea-be5c-2323c57e8a61,,TCGA-EW-A1OX-01A-01-TSA.74283185-7c47-44ce-8904-1a121870104e
116,TCGA-A8-A09I-01A-01-BS1.b0debb62-86b0-459f-b62b-604bb9f17e5d,,TCGA-EW-A1P8-01A-01-TSA.56d3d7c4-7386-4e5b-9ee0-630a70032b5a
117,TCGA-A8-A09M-01A-01-TSA.d3865338-2456-4943-93b3-7bf1e3749684,,TCGA-EW-A2FS-01A-01-TSA.028A6732-BBAA-403F-8897-9C74202A01DD
118,TCGA-A8-A09N-01A-01-TS1.7e5b6b2c-52b7-4b2a-bb39-b2e8aef29605,,TCGA-EW-A2FV-01A-01-TSA.B2C1CC4E-D5BD-4BCC-8D31-4D7B12145C24
119,TCGA-A8-A09Q-01A-01-TS1.d65e2efa-2d03-4fc4-924c-a87a612ec8d1,,TCGA-EW-A3E8-01B-01-TS1.3CD46CDA-81A6-4BF2-B8DA-553AEDA37987
120,TCGA-A8-A09R-01A-01-TS1.76685425-6076-43bb-84d6-7b36393af99f,,TCGA-GM-A2DK-01A-02-TSB.67FCA9F8-03FF-4737-8833-EAC61B44B8E5
121,TCGA-A8-A09V-01A-01-TS1.14e629f6-1c04-41cc-9143-ac7a14f40f87,,TCGA-GM-A3XN-01A-01-TS1.C388AECE-6C86-45CF-B9D3-12FC451B8A4D
122,TCGA-A8-A09Z-01A-01-TS1.f9bd85b3-3a3e-43c7-90f2-6bfe1ba2bd35,,TCGA-JL-A3YW-01A-01-TS1.6306EE8C-C37B-4673-B4A1-D0531686C217
123,TCGA-A8-A0A1-01A-01-TS1.eb96c625-348f-4355-a9d2-7e44853a1888,,TCGA-LD-A7W5-01A-02-TSB.9D98EC5D-6842-440B-95E9-4F91DDB9DCA0
124,TCGA-A8-A0A2-01A-01-TS1.124134ed-c4d2-4a08-937c-1def71bfcc42,,TCGA-LD-A9QF-01A-03-TSC.0AFA2BBA-FB74-4AE8-84AD-AE65522E5EC9
125,TCGA-A8-A0A4-01A-01-TS1.eaac12f0-ead1-4f67-875d-8bda8a4649d9,,TCGA-LL-A7SZ-01A-03-TS3.78056052-E9C1-4D16-9080-44FE17A91DFE
126,TCGA-A8-A0A7-01A-01-TS1.dfc11237-aff0-442f-8a39-ce81f0d4aeb1,,TCGA-LL-A8F5-01A-01-TS1.B5357CA4-8C24-4F27-9054-06B801C3D8DF
127,TCGA-A8-A0A9-01A-01-TS1.12f6478b-a0c9-4051-8688-c40183e6e62c,,TCGA-MS-A51U-01A-03-TSC.F21253C2-5C95-4070-8A96-7A0DEA9EF563
128,TCGA-A8-A0AD-01A-01-TS1.4f7d3b85-05f4-44d2-8176-3ee94105f10f,,TCGA-OL-A5D7-01A-01-TS1.7E18BE03-E64D-4030-8352-5F90731999C6
129,TCGA-AC-A23G-01A-01-TS1.2DB1D885-063E-4BF1-ABA5-B738343A9F4A,,TCGA-OL-A5RU-01A-01-TSA.EADD3E6A-8614-4BE9-B061-66E57EDD1781
130,TCGA-AC-A23H-01A-01-TS1.7b893da7-ca91-4a95-bc70-37ad06f61d88,,TCGA-OL-A5RZ-01A-01-TSA.58A5566D-6342-4BCB-B22E-426DA68338A7
131,TCGA-AC-A2B8-01A-01-TS1.3DCB9F29-3858-4881-B8F7-3A1E95286C8F,,TCGA-OL-A6VO-01A-01-TSA.1654A5EF-A6C0-47C6-BD01-56A52F368F2A
132,TCGA-AC-A2BK-01A-01-TS1.6CEB52F7-A30A-4796-A58E-ACF239845153,,TCGA-S3-A6ZG-01A-02-TS2.D4625D56-1C91-4CE7-9710-F6FE67C2DF37
133,TCGA-AC-A2FG-01A-01-TSA.BE090090-49AF-4137-B741-FE3E4B796892,,TCGA-UL-AAZ6-01A-01-TSA.9B3C23C9-6286-48A3-B084-78E7A7CCE9E1
134,TCGA-AC-A2FO-01A-01-TS1.5B0133E0-0452-4C64-92A0-EE26EF1A18E2,,TCGA-W8-A86G-01A-02-TS2.9B16125F-3F55-4059-98AB-AC9F91DD1FC7
135,TCGA-AC-A2QH-01A-01-TSA.272367FE-1BB8-43F8-9304-219AAFF37D36,,TCGA-XX-A89A-01A-01-TS1.AC9C9633-E894-4F0B-B4D5-A9C701A20414
136,TCGA-AC-A2QI-01A-01-TSA.4BA73556-9C89-4F0F-AAD5-A5F7CADA4593,,
137,TCGA-AC-A2QJ-01A-01-TS1.F1F92B25-08E6-4DC8-B305-E0F93308C3D7,,
138,TCGA-AC-A3EH-01A-02-TS2.FC290C5B-EADA-4C19-9F8E-A4E9D594CE07,,
139,TCGA-AC-A3HN-01A-01-TSA.D9B963D0-367F-4D94-B4CC-9C02FF529CB2,,
140,TCGA-AC-A3W5-01A-01-TSA.8677B526-3F4D-4B52-A02E-F05244B8479A,,
141,TCGA-AC-A3YI-01A-02-TSB.F2AFA7A9-58C7-4932-BC30-6B0CA5964C11,,
142,TCGA-AC-A4ZE-01A-01-TS1.98A0B048-54FF-4550-8C6B-7DA21EB71123,,
143,TCGA-AC-A5EH-01A-01-TS1.FE5A32A0-934D-4CD8-9925-78FE99FF13AB,,
144,TCGA-AC-A5EI-01A-01-TS1.E9D4BF46-3610-41CF-9CAF-DADF59D61F97,,
145,TCGA-AC-A5XU-01A-01-TSA.53BFAB63-FB19-4F47-B71C-C93645D58BBB,,
146,TCGA-AC-A6NO-01A-01-TS1.EC103F22-AE26-43CA-983C-E7CD7AA9F633,,
147,TCGA-AC-A8OS-01A-01-TS1.31C88D4F-7621-4B24-83CC-8FD69EC72933,,
148,TCGA-AN-A03X-01A-01-BS1.a0bc496b-dbc1-451c-a6fd-8ba2bdc1a9b4,,
149,TCGA-AN-A03Y-01A-01-BS1.b7b9c538-7d46-47c8-8071-9b6080f6f330,,
150,TCGA-AN-A046-01A-01-BS1.5bc254f8-5363-470e-9963-4ccfd57a3457,,
151,TCGA-AN-A049-01A-02-BS2.3d6fd023-d5ec-416d-9f7e-1547d3aab113,,
152,TCGA-AN-A04A-01A-02-BS2.44355b22-95d3-491c-af4c-27225e753d7d,,
153,TCGA-AN-A04C-01A-02-MS2.7bf1ac86-c95d-4e75-8342-04af2b832610,,
154,TCGA-AN-A04D-01A-01-BS1.09ff6422-d5b1-45b0-969a-8f31285e23a9,,
155,TCGA-AN-A0AJ-01A-01-TSA.c21f9dd1-b47c-406f-9ad6-6969bd6f3246,,
156,TCGA-AN-A0AL-01A-01-TSA.3651da9c-bdad-4944-a3ac-c5bc9754fdeb,,
157,TCGA-AN-A0AR-01A-01-TSA.8a0c5187-915e-4608-9eed-9ea98f1775ad,,
158,TCGA-AN-A0AS-01A-01-TSA.b7c27ab8-435a-4e9d-bf0a-899d7616b660,,
159,TCGA-AN-A0AT-01A-01-TSA.0147607c-ae77-4449-a80a-1610d2657e82,,
160,TCGA-AN-A0FF-01A-01-TSA.8dfd4d8e-c38f-4a72-ae57-ac0268d2899b,,
161,TCGA-AN-A0FK-01A-01-TSA.4cbfd31d-1a58-4ee1-8359-7fd4fc9c4cbe,,
162,TCGA-AN-A0FL-01A-01-TSA.a9270e98-40e9-45f5-935a-681708f170c9,,
163,TCGA-AN-A0FN-01A-01-TSA.5e51ca3f-3547-4a4e-9dfe-d1d0e32a60b9,,
164,TCGA-AN-A0FT-01A-01-TSA.d6fe3f83-5cbc-4c39-ad49-c3adfee44974,,
165,TCGA-AN-A0FW-01A-01-TSA.6cba8af3-6ac7-48b5-97f1-37dfb7deefc5,,
166,TCGA-AN-A0FX-01A-01-TS1.3d90ed8a-1940-40b6-ac19-a242ee8eaa10,,
167,TCGA-AN-A0G0-01A-01-TS1.35437324-f765-4522-aea3-c564491b948f,,
168,TCGA-AN-A0XN-01A-02-TSB.9df84504-2154-4f54-96f8-273ad703f0f0,,
169,TCGA-AN-A0XO-01A-01-TS1.6e8b38be-08e3-4ed7-b742-144ad89f83ed,,
170,TCGA-AN-A0XR-01A-01-TS1.5eea786b-1358-4f87-8e4a-dd40d5cc1baa,,
171,TCGA-AN-A0XS-01A-02-TSB.e4dcda3e-ae36-4d58-a0b5-6cb2fc772601,,
172,TCGA-AN-A0XT-01A-01-TSA.14d9f5ee-14a2-4049-9353-74e11c28dd2d,,
173,TCGA-AN-A0XU-01A-01-TSA.2b459d4a-6258-4938-9b4a-0bc0bcceea9e,,
174,TCGA-AO-A03N-01B-01-TSA.de5656d3-c870-4d3b-88c6-f117a4357185,,
175,TCGA-AO-A03O-01A-01-TS1.dbeaa688-64e0-48ce-bd9a-cfba3407bca6,,
176,TCGA-AO-A03R-01A-01-BS1.7a857be4-4080-4cf0-88b2-794b20a06a97,,
177,TCGA-AO-A03T-01A-02-MS2.910c2a57-801f-422c-ae31-17dace94b475,,
178,TCGA-AO-A03V-01A-01-TS1.9b67fe65-977d-4b18-bf14-79378230f289,,
179,TCGA-AO-A0J4-01A-01-TSA.b019ef9d-8bd3-48cf-acd5-d52ae474e0d1,,
180,TCGA-AO-A0J7-01A-01-TSA.f834c0e8-e286-4d88-888d-5f9100ca8397,,
181,TCGA-AO-A0J8-01A-02-TSB.0fbb2777-df10-4bbb-9d37-e76cf0993444,,
182,TCGA-AO-A0J9-01A-01-TSA.526836e1-20e5-42a2-89b4-014a69e4838d,,
183,TCGA-AO-A0JB-01A-01-TSA.b83de92d-b426-4133-8226-6dd1580049ff,,
184,TCGA-AO-A0JC-01A-01-TSA.261a41f2-e0b3-4c3b-bd16-ce6a61d1454c,,
185,TCGA-AO-A0JD-01A-01-TSA.d855990d-c9ee-42d4-8d7a-8345e65da160,,
186,TCGA-AO-A0JE-01A-01-TSA.2ade56dd-a085-472b-b92c-c7a63d7ce4ac,,
187,TCGA-AO-A0JF-01A-01-TSA.8a6d6272-723a-44f5-9682-6aed7f0964f6,,
188,TCGA-AO-A0JG-01A-03-MSC.c7c6368f-a8f7-4039-a47a-926981f08d16,,
189,TCGA-AO-A0JI-01A-02-TSB.ee965449-b604-4626-83d4-e0b36bb79d9e,,
190,TCGA-AO-A0JM-01A-02-TSB.d19f822d-0237-41cb-be13-4d3023dcb507,,
191,TCGA-AO-A125-01A-01-TS1.5472ee35-9a7b-4f8b-8809-657c2cd72810,,
192,TCGA-AO-A126-01A-01-TSA.399484a5-e833-4acd-a73b-1fd5a684e7c1,,
193,TCGA-AO-A128-01A-01-TSA.6bd59663-0c98-4fd6-8b4a-87b47541e08b,,
194,TCGA-AO-A129-01A-02-TSB.427ec681-3c44-4d87-bfe5-525df3ade7f2,,
195,TCGA-AO-A12A-01A-02-TSB.b5bd72c7-f3a2-4b0f-abe7-0aac51898dca,,
196,TCGA-AO-A12D-01A-01-TSA.f28ffd60-5d5f-4fec-8776-bf587f1f2496,,
197,TCGA-AO-A12E-01A-01-TSA.5c7b82d0-dca5-4778-bc30-1201e08dd832,,
198,TCGA-AO-A12H-01A-01-TSA.77c4bc81-d785-454c-91a9-bb092baf8079,,
199,TCGA-AO-A1KO-01A-03-TSC.4226d4b4-f783-41d6-ba0e-ee74719cb152,,
200,TCGA-AO-A1KR-01A-01-TSA.78fa04a1-d5f6-4468-9da5-72e7abb8de86,,
201,TCGA-AQ-A04J-01A-02-MS2.e47ffa6a-8d29-4a72-885f-be1d984b00c7,,
202,TCGA-AQ-A04L-01B-02-TSB.fb5e4cf2-39a4-40d1-b7c4-6e2672097bfe,,
203,TCGA-AQ-A1H3-01A-03-TSC.2b86ba40-96c3-4d04-8e4b-18a547b5c9df,,
204,TCGA-AQ-A7U7-01A-02-TSB.CC7A55C4-13CA-43B5-A623-EABD929C9313,,
205,TCGA-AR-A0TT-01A-03-TSC.6e42fa9f-569c-45cf-a316-b3d41a946f57,,
206,TCGA-AR-A0TU-01A-03-TSC.49829f83-b36c-4494-85fe-de8fbdbda582,,
207,TCGA-AR-A0TY-01A-01-TSA.44dd02fc-5205-42df-ae58-0686e1355bdc,,
208,TCGA-AR-A0U1-01A-01-TSA.917fb666-08ea-4618-b568-37dac7e9fd1f,,
209,TCGA-AR-A0U3-01A-01-TS1.d323907a-72d3-4615-a960-76a6d85571e2,,
210,TCGA-AR-A1AJ-01A-02-TSB.cf9b042b-0dc7-4cce-a78c-3cd3616a31ec,,
211,TCGA-AR-A1AK-01A-02-TSB.4cd7ad23-1a24-4289-a684-27e2b5e5e8df,,
212,TCGA-AR-A1AL-01A-02-TSB.a5a169e3-b2b7-4a89-95fb-ee01621d32ee,,
213,TCGA-AR-A1AR-01A-03-TSC.3013e9be-aa3e-4986-990c-559982f00e36,,
214,TCGA-AR-A1AS-01A-01-TSA.235f24b3-d72a-419e-8f5c-ffc808dc06be,,
215,TCGA-AR-A1AT-01A-01-TSA.ea146368-893f-4524-b72a-df5beb9a80da,,
216,TCGA-AR-A1AV-01A-02-TSB.8aac8e77-5af5-4958-86e8-5883c88630fb,,
217,TCGA-AR-A1AY-01A-02-TSB.e0874118-a71e-441f-932a-462fa18e32ff,,
218,TCGA-AR-A24H-01A-01-TSA.540626c5-7295-48b4-9e4f-5e41ec421aa1,,
219,TCGA-AR-A24O-01A-01-TSA.6b58d894-4123-4ed5-a5ce-0139287cfda1,,
220,TCGA-AR-A24S-01A-01-TSA.e32c12b0-5287-4ee8-879a-3506cec825e2,,
221,TCGA-AR-A24U-01A-01-TSA.e0a5c6e6-f748-47c5-8ede-f526fef07b4f,,
222,TCGA-AR-A24V-01A-02-TSB.7b8bf9db-edd3-490a-a14b-365e749e3b57,,
223,TCGA-AR-A24Z-01A-01-TSA.c9c1b686-7092-4b76-9ce1-7c0fd0b2821f,,
224,TCGA-AR-A252-01A-01-TSA.67f98277-46bd-4868-9f16-fbed2a257ddf,,
225,TCGA-AR-A254-01A-02-TSB.098d701e-d135-47a2-ba97-298a12462de1,,
226,TCGA-AR-A255-01A-01-TSA.85414c8e-dc54-4ae2-80dd-c58db439c5c7,,
227,TCGA-AR-A2LM-01A-01-TSA.F74C259B-C369-43F7-8D4C-9C0F71DCB07E,,
228,TCGA-AR-A2LN-01A-02-TSB.4430D89C-595E-49C3-A552-96C1E19F30E1,,
229,TCGA-AR-A2LQ-01A-02-TSB.EF435791-DA76-4A80-8C17-A3349BF10722,,
230,TCGA-AR-A2LR-01A-01-TSA.E8716040-4787-4C4B-903F-B26AB7FBDD6E,,
231,TCGA-AR-A5QQ-01A-01-TSA.5063D04F-D334-4A1F-A2C5-D9B4D3B2D12D,,
232,TCGA-B6-A1KC-01B-01-TS1.af22665c-5cc1-4c93-a95c-65580c40e7e1,,
233,TCGA-B6-A401-01A-01-TS1.C196D55B-479E-4F08-A6BB-C5F8FDA2113E,,
234,TCGA-B6-A409-01A-01-TS1.02A10D0A-2B31-4165-94E3-4E6CA784A092,,
235,TCGA-B6-A40C-01A-01-TS1.8B901E88-9348-4988-9F69-C130D7D8E78E,,
236,TCGA-BH-A0AV-01A-03-MSC.f769a3c4-ee58-45c2-931e-d94b31981169,,
237,TCGA-BH-A0AW-01A-01-TSA.d3edff30-ce9c-4bb2-b698-4fdb7a078500,,
238,TCGA-BH-A0AZ-01A-02-TSB.a9b7b640-d2bb-4e2a-820a-d621212eea2e,,
239,TCGA-BH-A0B0-01A-02-TSB.0eb990a6-1311-4909-8d86-03ae43a41227,,
240,TCGA-BH-A0B1-01A-01-TSA.2739b8f3-4b3b-4f93-8a37-decb4367178a,,
241,TCGA-BH-A0B6-01A-01-TSA.263AFB9B-2F32-4E0F-815A-9A45FF271800,,
242,TCGA-BH-A0BA-01A-01-TSA.9c9b5e0c-5e89-4dbc-be76-36aaca93c648,,
243,TCGA-BH-A0BC-01A-02-TSB.a7afb5f2-2676-428b-95c4-5b8764004820,,
244,TCGA-BH-A0BD-01A-01-TSA.b92fbb4e-3f22-48d5-9b1e-af972a45232e,,
245,TCGA-BH-A0BG-01A-01-TSA.e8a4f7a5-137e-4647-9f9e-528f308112e3,,
246,TCGA-BH-A0BR-01A-02-TSB.c3274f30-ee10-44ef-a781-1441f0a4c659,,
247,TCGA-BH-A0BT-01A-01-TSA.0d7af972-fe18-47c7-b863-2bb47d611f22,,
248,TCGA-BH-A0C1-01B-01-TS1.34796b87-c808-47ff-8a33-ce181cd00674,,
249,TCGA-BH-A0C7-01B-01-TSA.deec957f-1264-4169-945e-24d4bd1988cd,,
250,TCGA-BH-A0DI-01A-02-TSB.c1a37b06-e872-44b7-9dd2-2b3e2b363076,,
251,TCGA-BH-A0E0-01A-01-TSA.6d266771-231b-4305-afd9-ec77a67f2e73,,
252,TCGA-BH-A0E7-01A-01-TSA.28384290-aa86-483d-847e-47edddf059fc,,
253,TCGA-BH-A0E9-01B-01-MSA.dd6f8fe7-ceaa-4396-82c2-f27d12a6dd6b,,
254,TCGA-BH-A0EA-01A-01-TSA.90154ea1-6b76-4445-870e-d531d6fa1239,,
255,TCGA-BH-A0EE-01A-01-TSA.73130d8d-377f-4924-b023-0908ec862747,,
256,TCGA-BH-A0H0-01A-01-TSA.70fed29e-bd3c-4cb6-92c4-0c16bd6048d6,,
257,TCGA-BH-A0H7-01A-01-TSA.3a4088bb-e65a-412e-9ac0-2188e424d02d,,
258,TCGA-BH-A0HI-01A-01-TSA.90298880-ffbf-49c4-be65-7b0fc76fce8b,,
259,TCGA-BH-A0HO-01A-01-TSA.927ed714-1749-44c9-bfb1-a55d65671692,,
260,TCGA-BH-A0HP-01A-01-TSA.f21bc9c8-67ad-4b4c-b9ac-5d824f2c0df8,,
261,TCGA-BH-A0HQ-01A-01-TSA.177676f4-76db-4918-a57e-99124cfa3f34,,
262,TCGA-BH-A0HU-01A-01-TSA.2ff65f66-42b5-40fc-9ce8-d9ab4aa4bea5,,
263,TCGA-BH-A0HY-01A-01-TSA.6e6e9bc1-754e-496f-90ef-461287eb7fbf,,
264,TCGA-BH-A0WA-01A-01-TS1.432bea0e-7c43-4b34-bee7-3ee094e87c40,,
265,TCGA-BH-A18G-01A-01-TSA.a7ff1888-9f8a-4a64-b461-dde8acac284d,,
266,TCGA-BH-A18H-01A-01-TSA.75dba5a3-f9f5-4ff4-814c-7d2451820e03,,
267,TCGA-BH-A18I-01A-01-TSA.ef056365-4256-4249-9632-5647ee23a6dc,,
268,TCGA-BH-A18L-01A-03-TSC.6bf9df68-0928-475d-89d6-2d92223306f7,,
269,TCGA-BH-A18U-01A-02-TSB.157a84f2-044a-4414-a029-d5b626e1b53e,,
270,TCGA-BH-A1EU-01A-01-TSA.ce198ff0-3faf-4c61-b810-eac6d14f9a28,,
271,TCGA-BH-A1EW-01A-01-TSA.9b039a90-0f89-4356-a277-2fa293021951,,
272,TCGA-BH-A1F5-01A-01-TSA.1b252a9c-e4fa-4eb3-bc26-3140c42c4b31,,
273,TCGA-BH-A201-01A-01-TSA.19e3ea38-ce75-49fb-81b3-45e14890f370,,
274,TCGA-BH-A202-01A-01-TSA.c8671f7f-1c8e-46f2-bb75-89786eda4c8e,,
275,TCGA-BH-A28O-01A-01-MS1.B25C7456-CDA1-4989-97F6-13B9AB7D3688,,
276,TCGA-BH-A2L8-01A-01-TSA.BB86D75F-CD05-4200-A4B7-2D83C697D53A,,
277,TCGA-BH-A42U-01A-01-TSA.E8076E2D-A5D6-4AD1-8ABC-2EE650A0563A,,
278,TCGA-BH-A42V-01A-01-TS1.34D6AC99-06D3-4A17-8519-2D71185DF7A4,,
279,TCGA-BH-A5J0-01A-01-TS1.0088B960-4EA8-4BD3-B9B4-7C1FE59D4925,,
280,TCGA-BH-A6R8-01A-02-TSB.0C127098-1764-4555-9588-1D2DE72561A1,,
281,TCGA-BH-A6R9-01A-02-TSB.2A3B365C-A41A-450B-BB31-798B87D3C423,,
282,TCGA-BH-A8FY-01A-01-TSA.D4E0E11F-B9FB-4E9D-9F4D-5773A3077F9B,,
283,TCGA-BH-A8G0-01A-01-TSA.27CBC599-7861-4307-BEAB-E0FBF50C96F7,,
284,TCGA-C8-A12M-01A-01-TSA.67d655a2-1838-4590-b72f-9853dc06d757,,
285,TCGA-C8-A12Q-01A-01-TSA.b3023358-4c0f-4d25-a1e6-cd23f160f901,,
286,TCGA-C8-A12T-01A-01-TSA.c02a2d06-ae14-49da-9f03-5f2f296ad012,,
287,TCGA-C8-A12V-01A-01-TSA.e3f84baa-0829-4683-a26c-b50c7f732f4a,,
288,TCGA-C8-A131-01A-01-TSA.accbe649-9fc6-4f5b-b001-a27366ac9024,,
289,TCGA-C8-A135-01A-01-TSA.c03f75de-8d25-4f74-8ca4-498db35d5df9,,
290,TCGA-C8-A137-01A-01-TSA.57af3fa1-031f-4417-8f9f-8a4fbc484d91,,
291,TCGA-C8-A1HF-01A-01-TSA.d56d3e29-1711-49c8-8628-9210d1ddb71c,,
292,TCGA-C8-A1HG-01A-01-TSA.6acb2e7b-9d83-424a-ba81-73c02863eaa4,,
293,TCGA-C8-A1HI-01A-01-TSA.79037eed-779c-449d-8fb7-f2487fabadee,,
294,TCGA-C8-A1HJ-01A-01-TSA.64084e7d-ec1b-43d9-8770-7635f716512f,,
295,TCGA-C8-A1HM-01A-01-TSA.8a4cc75b-80ec-45e3-8b1a-a5e66aea10b5,,
296,TCGA-C8-A1HO-01A-01-TSA.5331126c-9810-4054-9020-e5ff802166b5,,
297,TCGA-C8-A26V-01A-01-TSA.6f7b2a1a-a487-4abb-af3b-ae0fe016d832,,
298,TCGA-C8-A26X-01A-03-TSC.d9c6926f-687a-47a1-9427-a00b7040d661,,
299,TCGA-C8-A26Y-01A-01-TSA.a0e88f2c-0f97-4661-b349-0b5317a34be5,,
300,TCGA-C8-A26Z-01A-01-TSA.68f0f7f3-6f70-4188-84f7-b264dbbb4616,,
301,TCGA-C8-A273-01A-01-TSA.0eb8a7f8-c3c4-4843-a395-9fffd8b1cc4a,,
302,TCGA-C8-A274-01A-01-TSA.1091ef66-2f28-4b94-adec-53db69f894b3,,
303,TCGA-C8-A278-01A-01-TSA.f617a0ab-8b9f-4c15-9bf1-76f9dc0df366,,
304,TCGA-C8-A27A-01A-01-TSA.42984a4b-670c-4649-9c2d-f830da9f838f,,
305,TCGA-C8-A8HP-01A-01-TSA.C1048607-5CC7-4798-AA55-55C78B31C10D,,
306,TCGA-C8-A8HQ-01A-01-TS1.899C4AC8-28EB-4E8D-9810-A860E89AE54F,,
307,TCGA-D8-A13Y-01A-01-TSA.3b97c805-0681-4e8d-9dd9-f24a9c2bb4cd,,
308,TCGA-D8-A13Z-01A-01-TS1.8bb8b644-ea28-468d-b88a-e6fc1df726fc,,
309,TCGA-D8-A140-01A-01-TSA.6755e653-4d52-4514-b646-a942f729fad5,,
310,TCGA-D8-A141-01A-01-TS1.c28f136e-972a-4911-9330-26d122161009,,
311,TCGA-D8-A143-01A-01-TSA.0bf921d5-0022-4a59-a409-bae0771291b9,,
312,TCGA-D8-A146-01A-03-TSC.b6b31df5-0bf0-47fb-9806-b99e1357af43,,
313,TCGA-D8-A147-01A-01-TSA.8c6e7351-307e-4196-9f62-b733c7206e14,,
314,TCGA-D8-A1J8-01A-01-TS1.d19d049f-abcc-4cb8-bf9d-223d6bd1c113,,
315,TCGA-D8-A1J9-01A-01-TSA.a7772c0a-357e-4d4c-b74c-1c14d13ab744,,
316,TCGA-D8-A1JA-01A-01-TSA.6c3ded8c-755f-4f80-82b8-3a5eb476cdda,,
317,TCGA-D8-A1JC-01A-01-TS1.63e9532c-494d-4a40-8cef-866e7aadf245,,
318,TCGA-D8-A1JD-01A-01-TS1.f554d3f0-7483-4cc6-88a1-82ad5a127b15,,
319,TCGA-D8-A1JE-01A-01-TSA.97962bb4-8aea-4093-aeba-76fef07d5eb9,,
320,TCGA-D8-A1JF-01A-01-TS1.717683b4-e835-445c-9878-9d3f319792ff,,
321,TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393,,
322,TCGA-D8-A1JJ-01A-03-TS3.c2c43436-663a-4b07-953c-24b3da2d27f0,,
323,TCGA-D8-A1JM-01A-01-TSA.911b3a0e-2531-43c9-949d-00be87b44329,,
324,TCGA-D8-A1JP-01A-01-TSA.17850ecb-c049-47fa-8b12-63bc8815e520,,
325,TCGA-D8-A1JS-01A-01-TS1.983584f2-54bc-4cfa-bbef-81c98b1e4def,,
326,TCGA-D8-A1JU-01A-01-TS1.0bc60489-a3e6-42b4-8488-4958451696f8,,
327,TCGA-D8-A1X5-01A-01-TS1.e4f88a16-b740-4abe-adbc-a7f937612512,,
328,TCGA-D8-A1X6-01A-01-TS1.a7878d66-8147-4d0b-ad0c-99ebb7831cea,,
329,TCGA-D8-A1X7-01A-01-TS1.79381377-01d0-4296-abec-b522c078559c,,
330,TCGA-D8-A1X8-01A-01-TS1.782592a4-a9aa-4f61-b544-68c54aa78a7f,,
331,TCGA-D8-A1XD-01A-01-TS1.c21dde19-2c65-4c17-ae8f-27371c2413d1,,
332,TCGA-D8-A1XF-01A-01-TS1.2debd2a3-fb89-43d6-94a9-145f831aa282,,
333,TCGA-D8-A1XG-01A-01-TS1.aad14db1-a4b7-46df-ab4b-c4c4e827599b,,
334,TCGA-D8-A1XJ-01A-01-TS1.f386575c-0fc4-41cd-8b4c-834ef6d3a515,,
335,TCGA-D8-A1XK-01A-02-TS2.a5dac3f6-e3e1-481b-9157-f66a8cba327d,,
336,TCGA-D8-A1XM-01A-02-TS2.3863ab4d-f89c-4a1c-8965-ff12b9c8dc4b,,
337,TCGA-D8-A1XO-01A-01-TS1.aedcf4d8-d516-478d-a39a-88cf094d580e,,
338,TCGA-D8-A1XR-01A-01-TS1.087d05ee-9a03-4433-9060-98a80832867a,,
339,TCGA-D8-A1XT-01A-01-TS1.2499c545-c182-419e-b537-889e2b580f4f,,
340,TCGA-D8-A1XU-01A-01-TS1.608d30cd-fb83-4e0c-a164-a9d99044681c,,
341,TCGA-D8-A1XW-01A-01-TS1.87a1c453-d388-4144-9123-a8d87de55710,,
